cycle,support_amount,oppose_amount,total_amount,senate_total,house_total,race_count,senate_race_count,house_race_count,payment_count,oppose_share,senate_share,house_share,oppose_per_support_dollar,support_lead_party,support_lead_party_pct,support_one_party,oppose_lead_party,oppose_lead_party_pct,oppose_one_party,small_house_race_threshold,small_house_race_count,biggest_race_id,first_payment_date,last_payment_date,support_democrat_share,chart_start_date
2026,5804811,14220696,20025507,16779969,3245538,42,7,35,427,0.710129,0.83793,0.16207,2.4498,REP,100,True,DEM,100,True,100000,18,2026-S-TX,2025-03-25,2026-09-25,0.0,2026-08-19
