race_id,candidate,party,direction,amount,date_paid,paid_to,what_for,image_number,cycle,filing_url
2026-S-TX,Ken Paxton,REP,support,7175.79,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179060,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179060
2026-S-TX,James Talarico,DEM,oppose,7175.78,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179061,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179061
2026-S-TX,Ken Paxton,REP,support,5910.89,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179054,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179054
2026-S-TX,James Talarico,DEM,oppose,5910.88,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179055,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179055
2026-S-TX,Ken Paxton,REP,support,5458.49,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179059,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179059
2026-S-TX,James Talarico,DEM,oppose,5458.48,2026-09-09,CONNECTION STRATEGY LLC,MESSAGE PHONE CALLS,202609099904179059,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609099904179059
2026-S-TX,James Talarico,DEM,oppose,1303645.67,2026-09-04,IMGE LLC,DIGITAL MEDIA,202609049904103650,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609049904103650
2026-S-TX,James Talarico,DEM,oppose,61000.00,2026-09-03,FULL REACH MEDIA GROUP LLC,DIGITAL MEDIA,202609049904103644,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609049904103644
2026-S-TX,Ken Paxton,REP,support,1595.00,2026-08-27,STORYTELLERS GROUP LLC,PRINTING,202609029904082305,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609029904082305
2026-S-TX,James Talarico,DEM,oppose,123000.00,2026-08-20,STORYTELLERS GROUP LLC,PRINTING,202609029904082290,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609029904082290
2026-S-TX,Ken Paxton,REP,support,123000.00,2026-08-20,STORYTELLERS GROUP LLC,PRINTING,202609029904082290,2026,https://docquery.fec.gov/cgi-bin/fecimg/?202609029904082290
